Dato og tid;Tid siden start (sek);Trykk - barometer (bar);Trykk - absolutt trykk maaler (bar);Temperatur (gr Celsius)
06.12.2021 21:45;112940;;101,217;11,7
06.12.2021 21:45;112950;;101,162;11,67
06.12.2021 21:45;112960;;101,156;11,7
06.12.2021 21:45;112970;;101,186;11,7
06.12.2021 21:46;112980;101,77;101,186;11,71
06.12.2021 21:46;112990;;101,167;11,72
06.12.2021 21:46;113000;;101,169;11,73
06.12.2021 21:46;113010;;101,18;11,71
06.12.2021 21:46;113020;;101,195;11,64
06.12.2021 21:46;113030;;101,208;11,68
06.12.2021 21:47;113040;101,78;101,226;11,66
06.12.2021 21:47;113050;;101,162;11,66
06.12.2021 21:47;113060;;101,156;11,63
06.12.2021 21:47;113070;;101,169;11,68
06.12.2021 21:47;113080;;101,156;11,62
06.12.2021 21:47;113090;;101,189;11,61
06.12.2021 21:48;113100;101,78;101,132;11,65
06.12.2021 21:48;113110;;101,171;11,67
06.12.2021 21:48;113120;;101,197;11,62
06.12.2021 21:48;113130;;101,171;11,59
06.12.2021 21:48;113140;;101,175;11,6
06.12.2021 21:48;113150;;101,21;11,58
06.12.2021 21:49;113160;101,78;101,167;11,67
06.12.2021 21:49;113170;;101,169;11,61
06.12.2021 21:49;113180;;101,173;11,62
06.12.2021 21:49;113190;;101,2;11,67
06.12.2021 21:49;113200;;101,169;11,68
06.12.2021 21:49;113210;;101,202;11,72
06.12.2021 21:50;113220;101,78;101,18;11,73
06.12.2021 21:50;113230;;101,197;11,7
06.12.2021 21:50;113240;;101,16;11,65
06.12.2021 21:50;113250;;101,213;11,62
06.12.2021 21:50;113260;;101,149;11,64
06.12.2021 21:50;113270;;101,173;11,67
06.12.2021 21:51;113280;101,79;101,202;11,71
06.12.2021 21:51;113290;;101,206;11,76
06.12.2021 21:51;113300;;101,195;11,68
06.12.2021 21:51;113310;;101,208;11,65
06.12.2021 21:51;113320;;101,193;11,73
06.12.2021 21:51;113330;;101,182;11,72
06.12.2021 21:52;113340;101,79;101,182;11,72
06.12.2021 21:52;113350;;101,191;11,7
06.12.2021 21:52;113360;;101,167;11,72
06.12.2021 21:52;113370;;101,158;11,73
06.12.2021 21:52;113380;;101,184;11,73
06.12.2021 21:52;113390;;101,221;11,69
06.12.2021 21:53;113400;101,79;101,158;11,68
06.12.2021 21:53;113410;;101,18;11,7
06.12.2021 21:53;113420;;101,208;11,7
06.12.2021 21:53;113430;;101,173;11,72
06.12.2021 21:53;113440;;101,195;11,71
06.12.2021 21:53;113450;;101,171;11,74
06.12.2021 21:54;113460;101,79;101,18;11,69
06.12.2021 21:54;113470;;101,213;11,73
06.12.2021 21:54;113480;;101,191;11,75
06.12.2021 21:54;113490;;101,182;11,7
06.12.2021 21:54;113500;;101,173;11,72
06.12.2021 21:54;113510;;101,191;11,72
06.12.2021 21:55;113520;101,79;101,184;11,7
06.12.2021 21:55;113530;;101,206;11,68
06.12.2021 21:55;113540;;101,18;11,69
06.12.2021 21:55;113550;;101,167;11,71
06.12.2021 21:55;113560;;101,18;11,69
06.12.2021 21:55;113570;;101,215;11,69
06.12.2021 21:56;113580;101,79;101,184;11,71
06.12.2021 21:56;113590;;101,204;11,72
06.12.2021 21:56;113600;;101,189;11,71
06.12.2021 21:56;113610;;101,158;11,69
06.12.2021 21:56;113620;;101,186;11,7
06.12.2021 21:56;113630;;101,186;11,73
06.12.2021 21:57;113640;101,79;101,154;11,72
06.12.2021 21:57;113650;;101,162;11,68
06.12.2021 21:57;113660;;101,171;11,71
06.12.2021 21:57;113670;;101,221;11,69
06.12.2021 21:57;113680;;101,18;11,7
06.12.2021 21:57;113690;;101,2;11,74
06.12.2021 21:58;113700;101,8;101,208;11,78
06.12.2021 21:58;113710;;101,18;11,71
06.12.2021 21:58;113720;;101,215;11,69
06.12.2021 21:58;113730;;101,189;11,65
06.12.2021 21:58;113740;;101,184;11,67
06.12.2021 21:58;113750;;101,195;11,74
06.12.2021 21:59;113760;101,8;101,191;11,72
06.12.2021 21:59;113770;;101,224;11,69
06.12.2021 21:59;113780;;101,208;11,68
06.12.2021 21:59;113790;;101,18;11,71
06.12.2021 21:59;113800;;101,167;11,75
06.12.2021 21:59;113810;;101,173;11,83
06.12.2021 22:00;113820;101,8;101,228;11,78
06.12.2021 22:00;113830;;101,175;11,8
06.12.2021 22:00;113840;;101,2;11,72
06.12.2021 22:00;113850;;101,215;11,68
06.12.2021 22:00;113860;;101,193;11,69
06.12.2021 22:00;113870;;101,189;11,71
06.12.2021 22:01;113880;101,8;101,202;11,69
06.12.2021 22:01;113890;;101,202;11,68
06.12.2021 22:01;113900;;101,191;11,68
06.12.2021 22:01;113910;;101,175;11,68
06.12.2021 22:01;113920;;101,186;11,64
06.12.2021 22:01;113930;;101,21;11,58
06.12.2021 22:02;113940;101,8;101,195;11,57
06.12.2021 22:02;113950;;101,213;11,62
06.12.2021 22:02;113960;;101,237;11,68
06.12.2021 22:02;113970;;101,219;11,63
06.12.2021 22:02;113980;;101,206;11,65
06.12.2021 22:02;113990;;101,195;11,64
06.12.2021 22:03;114000;101,8;101,217;11,64
06.12.2021 22:03;114010;;101,226;11,63
06.12.2021 22:03;114020;;101,16;11,64
06.12.2021 22:03;114030;;101,215;11,67
06.12.2021 22:03;114040;;101,184;11,68
06.12.2021 22:03;114050;;101,202;11,67
06.12.2021 22:04;114060;101,81;101,213;11,68
06.12.2021 22:04;114070;;101,215;11,68
06.12.2021 22:04;114080;;101,197;11,69
06.12.2021 22:04;114090;;101,219;11,65
06.12.2021 22:04;114100;;101,217;11,59
06.12.2021 22:04;114110;;101,208;11,59
06.12.2021 22:05;114120;101,81;101,213;11,6
06.12.2021 22:05;114130;;101,208;11,61
06.12.2021 22:05;114140;;101,243;11,62
06.12.2021 22:05;114150;;101,226;11,6
06.12.2021 22:05;114160;;101,215;11,63
06.12.2021 22:05;114170;;101,23;11,63
06.12.2021 22:06;114180;101,81;101,241;11,61
06.12.2021 22:06;114190;;101,208;11,64
06.12.2021 22:06;114200;;101,21;11,69
06.12.2021 22:06;114210;;101,189;11,69
06.12.2021 22:06;114220;;101,206;11,61
06.12.2021 22:06;114230;;101,21;11,61
06.12.2021 22:07;114240;101,81;101,213;11,66
06.12.2021 22:07;114250;;101,221;11,64
06.12.2021 22:07;114260;;101,208;11,62
06.12.2021 22:07;114270;;101,239;11,61
06.12.2021 22:07;114280;;101,213;11,61
06.12.2021 22:07;114290;;101,256;11,6
06.12.2021 22:08;114300;101,82;101,18;11,62
06.12.2021 22:08;114310;;101,191;11,62
06.12.2021 22:08;114320;;101,252;11,59
06.12.2021 22:08;114330;;101,202;11,63
06.12.2021 22:08;114340;;101,232;11,61
06.12.2021 22:08;114350;;101,213;11,65
06.12.2021 22:09;114360;101,81;101,219;11,68
06.12.2021 22:09;114370;;101,221;11,66
06.12.2021 22:09;114380;;101,245;11,63
06.12.2021 22:09;114390;;101,208;11,63
06.12.2021 22:09;114400;;101,206;11,57
06.12.2021 22:09;114410;;101,193;11,62
06.12.2021 22:10;114420;101,81;101,191;11,64
06.12.2021 22:10;114430;;101,213;11,62
06.12.2021 22:10;114440;;101,206;11,62
06.12.2021 22:10;114450;;101,21;11,66
06.12.2021 22:10;114460;;101,208;11,61
06.12.2021 22:10;114470;;101,189;11,61
06.12.2021 22:11;114480;101,82;101,224;11,61
06.12.2021 22:11;114490;;101,219;11,61
06.12.2021 22:11;114500;;101,215;11,61
06.12.2021 22:11;114510;;101,2;11,64
06.12.2021 22:11;114520;;101,228;11,65
06.12.2021 22:11;114530;;101,213;11,64
06.12.2021 22:12;114540;101,82;101,221;11,63
06.12.2021 22:12;114550;;101,228;11,64
06.12.2021 22:12;114560;;101,215;11,66
06.12.2021 22:12;114570;;101,219;11,64
06.12.2021 22:12;114580;;101,217;11,64
06.12.2021 22:12;114590;;101,265;11,65
06.12.2021 22:13;114600;101,82;101,213;11,66
06.12.2021 22:13;114610;;101,182;11,66
06.12.2021 22:13;114620;;101,213;11,65
06.12.2021 22:13;114630;;101,224;11,61
06.12.2021 22:13;114640;;101,202;11,59
06.12.2021 22:13;114650;;101,193;11,59
06.12.2021 22:14;114660;101,82;101,23;11,54
06.12.2021 22:14;114670;;101,217;11,6
06.12.2021 22:14;114680;;101,226;11,61
06.12.2021 22:14;114690;;101,219;11,58
06.12.2021 22:14;114700;;101,234;11,53
06.12.2021 22:14;114710;;101,239;11,57
06.12.2021 22:15;114720;101,82;101,256;11,6
06.12.2021 22:15;114730;;101,226;11,62
06.12.2021 22:15;114740;;101,186;11,62
06.12.2021 22:15;114750;;101,21;11,61
06.12.2021 22:15;114760;;101,215;11,61
06.12.2021 22:15;114770;;101,2;11,63
06.12.2021 22:16;114780;101,82;101,228;11,62
06.12.2021 22:16;114790;;101,208;11,56
06.12.2021 22:16;114800;;101,191;11,61
06.12.2021 22:16;114810;;101,237;11,59
06.12.2021 22:16;114820;;101,2;11,62
06.12.2021 22:16;114830;;101,224;11,63
06.12.2021 22:17;114840;101,82;101,217;11,63
06.12.2021 22:17;114850;;101,217;11,62
06.12.2021 22:17;114860;;101,184;11,64
06.12.2021 22:17;114870;;101,228;11,67
06.12.2021 22:17;114880;;101,208;11,67
06.12.2021 22:17;114890;;101,226;11,68
06.12.2021 22:18;114900;101,82;101,219;11,64
06.12.2021 22:18;114910;;101,206;11,62
06.12.2021 22:18;114920;;101,224;11,62
06.12.2021 22:18;114930;;101,202;11,61
06.12.2021 22:18;114940;;101,217;11,64
06.12.2021 22:18;114950;;101,248;11,66
06.12.2021 22:19;114960;101,82;101,195;11,65
06.12.2021 22:19;114970;;101,228;11,65
06.12.2021 22:19;114980;;101,213;11,66
06.12.2021 22:19;114990;;101,226;11,67
06.12.2021 22:19;115000;;101,221;11,67
06.12.2021 22:19;115010;;101,254;11,68
06.12.2021 22:20;115020;101,82;101,206;11,68
06.12.2021 22:20;115030;;101,21;11,66
06.12.2021 22:20;115040;;101,21;11,63
06.12.2021 22:20;115050;;101,241;11,62
06.12.2021 22:20;115060;;101,221;11,66
06.12.2021 22:20;115070;;101,215;11,66
06.12.2021 22:21;115080;101,83;101,208;11,64
06.12.2021 22:21;115090;;101,248;11,61
06.12.2021 22:21;115100;;101,237;11,63
06.12.2021 22:21;115110;;101,208;11,65
06.12.2021 22:21;115120;;101,215;11,65
06.12.2021 22:21;115130;;101,243;11,64
06.12.2021 22:22;115140;101,83;101,193;11,66
06.12.2021 22:22;115150;;101,217;11,65
06.12.2021 22:22;115160;;101,195;11,65
06.12.2021 22:22;115170;;101,232;11,62
06.12.2021 22:22;115180;;101,232;11,62
06.12.2021 22:22;115190;;101,228;11,6
06.12.2021 22:23;115200;101,83;101,237;11,6
06.12.2021 22:23;115210;;101,241;11,61
06.12.2021 22:23;115220;;101,245;11,62
06.12.2021 22:23;115230;;101,226;11,61
06.12.2021 22:23;115240;;101,241;11,57
06.12.2021 22:23;115250;;101,204;11,56
06.12.2021 22:24;115260;101,83;101,221;11,58
06.12.2021 22:24;115270;;101,21;11,57
06.12.2021 22:24;115280;;101,261;11,55
06.12.2021 22:24;115290;;101,217;11,54
06.12.2021 22:24;115300;;101,23;11,55
06.12.2021 22:24;115310;;101,204;11,54
06.12.2021 22:25;115320;101,83;101,237;11,53
06.12.2021 22:25;115330;;101,197;11,58
06.12.2021 22:25;115340;;101,234;11,58
06.12.2021 22:25;115350;;101,252;11,56
06.12.2021 22:25;115360;;101,237;11,58
06.12.2021 22:25;115370;;101,202;11,58
06.12.2021 22:26;115380;101,84;101,252;11,57
06.12.2021 22:26;115390;;101,25;11,56
06.12.2021 22:26;115400;;101,208;11,54
06.12.2021 22:26;115410;;101,252;11,56
06.12.2021 22:26;115420;;101,248;11,59
06.12.2021 22:26;115430;;101,232;11,58
06.12.2021 22:27;115440;101,84;101,197;11,59
06.12.2021 22:27;115450;;101,252;11,63
06.12.2021 22:27;115460;;101,239;11,65
06.12.2021 22:27;115470;;101,239;11,67
06.12.2021 22:27;115480;;101,232;11,67
06.12.2021 22:27;115490;;101,267;11,63
06.12.2021 22:28;115500;101,84;101,202;11,65
06.12.2021 22:28;115510;;101,241;11,67
06.12.2021 22:28;115520;;101,265;11,67
06.12.2021 22:28;115530;;101,228;11,67
06.12.2021 22:28;115540;;101,241;11,64
06.12.2021 22:28;115550;;101,224;11,6
06.12.2021 22:29;115560;101,84;101,21;11,58
06.12.2021 22:29;115570;;101,241;11,61
06.12.2021 22:29;115580;;101,217;11,63
06.12.2021 22:29;115590;;101,239;11,65
06.12.2021 22:29;115600;;101,241;11,66
06.12.2021 22:29;115610;;101,234;11,7
06.12.2021 22:30;115620;101,85;101,215;11,7
06.12.2021 22:30;115630;;101,241;11,7
06.12.2021 22:30;115640;;101,228;11,7
06.12.2021 22:30;115650;;101,245;11,66
06.12.2021 22:30;115660;;101,232;11,68
06.12.2021 22:30;115670;;101,217;11,68
06.12.2021 22:31;115680;101,85;101,245;11,68
06.12.2021 22:31;115690;;101,28;11,66
06.12.2021 22:31;115700;;101,248;11,65
06.12.2021 22:31;115710;;101,234;11,6
06.12.2021 22:31;115720;;101,234;11,63
06.12.2021 22:31;115730;;101,265;11,63
06.12.2021 22:32;115740;101,85;101,25;11,63
06.12.2021 22:32;115750;;101,259;11,67
06.12.2021 22:32;115760;;101,241;11,61
06.12.2021 22:32;115770;;101,25;11,58
06.12.2021 22:32;115780;;101,23;11,56
06.12.2021 22:32;115790;;101,254;11,58
06.12.2021 22:33;115800;101,85;101,248;11,62
06.12.2021 22:33;115810;;101,25;11,64
06.12.2021 22:33;115820;;101,228;11,67
06.12.2021 22:33;115830;;101,245;11,69
06.12.2021 22:33;115840;;101,243;11,64
06.12.2021 22:33;115850;;101,234;11,71
06.12.2021 22:34;115860;101,85;101,248;11,71
06.12.2021 22:34;115870;;101,254;11,7
06.12.2021 22:34;115880;;101,21;11,73
06.12.2021 22:34;115890;;101,25;11,68
06.12.2021 22:34;115900;;101,256;11,65
06.12.2021 22:34;115910;;101,241;11,73
06.12.2021 22:35;115920;101,85;101,285;11,71
06.12.2021 22:35;115930;;101,224;11,68
06.12.2021 22:35;115940;;101,217;11,66
06.12.2021 22:35;115950;;101,261;11,66
06.12.2021 22:35;115960;;101,256;11,66
06.12.2021 22:35;115970;;101,228;11,63
06.12.2021 22:36;115980;101,85;101,256;11,63
06.12.2021 22:36;115990;;101,239;11,62
06.12.2021 22:36;116000;;101,265;11,64
06.12.2021 22:36;116010;;101,234;11,66
06.12.2021 22:36;116020;;101,256;11,63
06.12.2021 22:36;116030;;101,234;11,65
06.12.2021 22:37;116040;101,85;101,239;11,63
06.12.2021 22:37;116050;;101,269;11,62
06.12.2021 22:37;116060;;101,263;11,65
06.12.2021 22:37;116070;;101,256;11,68
06.12.2021 22:37;116080;;101,243;11,62
06.12.2021 22:37;116090;;101,243;11,61
06.12.2021 22:38;116100;101,85;101,254;11,61
06.12.2021 22:38;116110;;101,265;11,68
06.12.2021 22:38;116120;;101,259;11,68
06.12.2021 22:38;116130;;101,252;11,66
06.12.2021 22:38;116140;;101,232;11,63
06.12.2021 22:38;116150;;101,221;11,61
06.12.2021 22:39;116160;101,85;101,245;11,68
06.12.2021 22:39;116170;;101,285;11,64
06.12.2021 22:39;116180;;101,254;11,64
06.12.2021 22:39;116190;;101,241;11,65
06.12.2021 22:39;116200;;101,256;11,66
06.12.2021 22:39;116210;;101,224;11,67
06.12.2021 22:40;116220;101,85;101,254;11,62
06.12.2021 22:40;116230;;101,232;11,6
06.12.2021 22:40;116240;;101,213;11,61
06.12.2021 22:40;116250;;101,243;11,62
06.12.2021 22:40;116260;;101,243;11,66
06.12.2021 22:40;116270;;101,239;11,66
06.12.2021 22:41;116280;101,85;101,248;11,63
06.12.2021 22:41;116290;;101,228;11,61
06.12.2021 22:41;116300;;101,232;11,63
06.12.2021 22:41;116310;;101,274;11,63
06.12.2021 22:41;116320;;101,219;11,61
06.12.2021 22:41;116330;;101,248;11,6
06.12.2021 22:42;116340;101,85;101,274;11,58
06.12.2021 22:42;116350;;101,224;11,57
06.12.2021 22:42;116360;;101,267;11,55
06.12.2021 22:42;116370;;101,226;11,6
06.12.2021 22:42;116380;;101,274;11,63
06.12.2021 22:42;116390;;101,248;11,58
06.12.2021 22:43;116400;101,84;101,23;11,61
06.12.2021 22:43;116410;;101,232;11,65
06.12.2021 22:43;116420;;101,25;11,65
06.12.2021 22:43;116430;;101,234;11,61
06.12.2021 22:43;116440;;101,23;11,62
06.12.2021 22:43;116450;;101,243;11,58
06.12.2021 22:44;116460;101,85;101,241;11,58
06.12.2021 22:44;116470;;101,232;11,57
06.12.2021 22:44;116480;;101,272;11,56
06.12.2021 22:44;116490;;101,256;11,56
06.12.2021 22:44;116500;;101,245;11,57
06.12.2021 22:44;116510;;101,261;11,59
06.12.2021 22:45;116520;101,85;101,259;11,6
06.12.2021 22:45;116530;;101,217;11,55
06.12.2021 22:45;116540;;101,219;11,53
06.12.2021 22:45;116550;;101,219;11,51
06.12.2021 22:45;116560;;101,248;11,5
06.12.2021 22:45;116570;;101,256;11,5
06.12.2021 22:46;116580;101,85;101,285;11,53
06.12.2021 22:46;116590;;101,265;11,55
06.12.2021 22:46;116600;;101,25;11,53
06.12.2021 22:46;116610;;101,221;11,54
06.12.2021 22:46;116620;;101,245;11,51
06.12.2021 22:46;116630;;101,219;11,53
06.12.2021 22:47;116640;101,85;101,25;11,57
06.12.2021 22:47;116650;;101,248;11,58
06.12.2021 22:47;116660;;101,252;11,59
06.12.2021 22:47;116670;;101,224;11,58
06.12.2021 22:47;116680;;101,226;11,58
06.12.2021 22:47;116690;;101,256;11,6
06.12.2021 22:48;116700;101,85;101,245;11,63
06.12.2021 22:48;116710;;101,243;11,61
06.12.2021 22:48;116720;;101,25;11,58
06.12.2021 22:48;116730;;101,224;11,57
06.12.2021 22:48;116740;;101,267;11,54
06.12.2021 22:48;116750;;101,213;11,54
06.12.2021 22:49;116760;101,85;101,241;11,5
06.12.2021 22:49;116770;;101,234;11,51
06.12.2021 22:49;116780;;101,239;11,5
06.12.2021 22:49;116790;;101,265;11,5
06.12.2021 22:49;116800;;101,245;11,51
06.12.2021 22:49;116810;;101,241;11,52
06.12.2021 22:50;116820;101,85;101,224;11,53
06.12.2021 22:50;116830;;101,25;11,54
06.12.2021 22:50;116840;;101,272;11,55
06.12.2021 22:50;116850;;101,195;11,54
06.12.2021 22:50;116860;;101,239;11,49
06.12.2021 22:50;116870;;101,239;11,5
06.12.2021 22:51;116880;101,85;101,232;11,51
06.12.2021 22:51;116890;;101,261;11,49
06.12.2021 22:51;116900;;101,234;11,48
06.12.2021 22:51;116910;;101,234;11,48
06.12.2021 22:51;116920;;101,226;11,5
06.12.2021 22:51;116930;;101,228;11,51
06.12.2021 22:52;116940;101,85;101,213;11,54
06.12.2021 22:52;116950;;101,248;11,54
06.12.2021 22:52;116960;;101,254;11,55
06.12.2021 22:52;116970;;101,259;11,54
06.12.2021 22:52;116980;;101,263;11,57
06.12.2021 22:52;116990;;101,243;11,58
06.12.2021 22:53;117000;101,85;101,278;11,57
06.12.2021 22:53;117010;;101,263;11,57
06.12.2021 22:53;117020;;101,248;11,57
06.12.2021 22:53;117030;;101,232;11,59
06.12.2021 22:53;117040;;101,267;11,61
06.12.2021 22:53;117050;;101,232;11,58
06.12.2021 22:54;117060;101,85;101,285;11,58
06.12.2021 22:54;117070;;101,226;11,58
06.12.2021 22:54;117080;;101,261;11,59
06.12.2021 22:54;117090;;101,272;11,59
06.12.2021 22:54;117100;;101,252;11,6
06.12.2021 22:54;117110;;101,243;11,6
06.12.2021 22:55;117120;101,85;101,234;11,59
06.12.2021 22:55;117130;;101,274;11,56
06.12.2021 22:55;117140;;101,232;11,56
06.12.2021 22:55;117150;;101,234;11,59
06.12.2021 22:55;117160;;101,263;11,58
06.12.2021 22:55;117170;;101,23;11,59
06.12.2021 22:56;117180;101,85;101,241;11,56
06.12.2021 22:56;117190;;101,232;11,57
06.12.2021 22:56;117200;;101,226;11,57
06.12.2021 22:56;117210;;101,256;11,54
06.12.2021 22:56;117220;;101,237;11,55
06.12.2021 22:56;117230;;101,269;11,53
06.12.2021 22:57;117240;101,85;101,28;11,57
06.12.2021 22:57;117250;;101,226;11,57
06.12.2021 22:57;117260;;101,245;11,57
06.12.2021 22:57;117270;;101,261;11,57
06.12.2021 22:57;117280;;101,23;11,57
06.12.2021 22:57;117290;;101,256;11,56
06.12.2021 22:58;117300;101,85;101,23;11,57
06.12.2021 22:58;117310;;101,245;11,59
06.12.2021 22:58;117320;;101,215;11,6
06.12.2021 22:58;117330;;101,265;11,59
06.12.2021 22:58;117340;;101,228;11,54
06.12.2021 22:58;117350;;101,263;11,55
06.12.2021 22:59;117360;101,85;101,23;11,55
06.12.2021 22:59;117370;;101,241;11,52
06.12.2021 22:59;117380;;101,263;11,51
06.12.2021 22:59;117390;;101,261;11,52
06.12.2021 22:59;117400;;101,237;11,52
06.12.2021 22:59;117410;;101,274;11,55
06.12.2021 23:00;117420;101,85;101,261;11,56
06.12.2021 23:00;117430;;101,234;11,59
06.12.2021 23:00;117440;;101,243;11,57
06.12.2021 23:00;117450;;101,25;11,58
06.12.2021 23:00;117460;;101,274;11,58
06.12.2021 23:00;117470;;101,237;11,58
06.12.2021 23:01;117480;101,85;101,265;11,6
06.12.2021 23:01;117490;;101,259;11,59
06.12.2021 23:01;117500;;101,272;11,6
06.12.2021 23:01;117510;;101,239;11,62
06.12.2021 23:01;117520;;101,25;11,61
06.12.2021 23:01;117530;;101,239;11,59
06.12.2021 23:02;117540;101,85;101,215;11,6
06.12.2021 23:02;117550;;101,272;11,59
06.12.2021 23:02;117560;;101,278;11,61
06.12.2021 23:02;117570;;101,263;11,64
06.12.2021 23:02;117580;;101,241;11,61
06.12.2021 23:02;117590;;101,25;11,6
06.12.2021 23:03;117600;101,86;101,245;11,59
06.12.2021 23:03;117610;;101,248;11,62
06.12.2021 23:03;117620;;101,248;11,6
06.12.2021 23:03;117630;;101,285;11,57
06.12.2021 23:03;117640;;101,237;11,59
06.12.2021 23:03;117650;;101,263;11,62
06.12.2021 23:04;117660;101,85;101,256;11,62
06.12.2021 23:04;117670;;101,285;11,62
06.12.2021 23:04;117680;;101,239;11,64
06.12.2021 23:04;117690;;101,234;11,61
06.12.2021 23:04;117700;;101,245;11,63
06.12.2021 23:04;117710;;101,254;11,6
06.12.2021 23:05;117720;101,86;101,254;11,57
06.12.2021 23:05;117730;;101,241;11,58
06.12.2021 23:05;117740;;101,291;11,57
06.12.2021 23:05;117750;;101,234;11,58
06.12.2021 23:05;117760;;101,263;11,59
06.12.2021 23:05;117770;;101,239;11,57
06.12.2021 23:06;117780;101,86;101,272;11,57
06.12.2021 23:06;117790;;101,267;11,56
06.12.2021 23:06;117800;;101,248;11,58
06.12.2021 23:06;117810;;101,267;11,6
06.12.2021 23:06;117820;;101,252;11,63
06.12.2021 23:06;117830;;101,261;11,65
06.12.2021 23:07;117840;101,86;101,25;11,63
06.12.2021 23:07;117850;;101,283;11,62
06.12.2021 23:07;117860;;101,256;11,61
06.12.2021 23:07;117870;;101,28;11,61
06.12.2021 23:07;117880;;101,267;11,62
06.12.2021 23:07;117890;;101,224;11,62
06.12.2021 23:08;117900;101,85;101,248;11,6
06.12.2021 23:08;117910;;101,248;11,6
06.12.2021 23:08;117920;;101,252;11,61
06.12.2021 23:08;117930;;101,243;11,63
06.12.2021 23:08;117940;;101,232;11,65
06.12.2021 23:08;117950;;101,241;11,64
06.12.2021 23:09;117960;101,86;101,261;11,6
06.12.2021 23:09;117970;;101,243;11,6
06.12.2021 23:09;117980;;101,265;11,61
06.12.2021 23:09;117990;;101,289;11,63
06.12.2021 23:09;118000;;101,245;11,66
06.12.2021 23:09;118010;;101,221;11,65
06.12.2021 23:10;118020;101,86;101,243;11,64
06.12.2021 23:10;118030;;101,217;11,63
06.12.2021 23:10;118040;;101,267;11,62
06.12.2021 23:10;118050;;101,245;11,62
06.12.2021 23:10;118060;;101,237;11,63
06.12.2021 23:10;118070;;101,254;11,65
06.12.2021 23:11;118080;101,87;101,256;11,63
06.12.2021 23:11;118090;;101,245;11,63
06.12.2021 23:11;118100;;101,226;11,64
06.12.2021 23:11;118110;;101,252;11,64
06.12.2021 23:11;118120;;101,256;11,67
06.12.2021 23:11;118130;;101,239;11,65
06.12.2021 23:12;118140;101,86;101,283;11,66
06.12.2021 23:12;118150;;101,254;11,67
06.12.2021 23:12;118160;;101,259;11,67
06.12.2021 23:12;118170;;101,224;11,65
06.12.2021 23:12;118180;;101,272;11,63
06.12.2021 23:12;118190;;101,23;11,63
06.12.2021 23:13;118200;101,85;101,278;11,64
06.12.2021 23:13;118210;;101,254;11,65
06.12.2021 23:13;118220;;101,263;11,64
06.12.2021 23:13;118230;;101,241;11,66
06.12.2021 23:13;118240;;101,252;11,65
06.12.2021 23:13;118250;;101,248;11,66
06.12.2021 23:14;118260;101,87;101,243;11,67
06.12.2021 23:14;118270;;101,294;11,68
06.12.2021 23:14;118280;;101,232;11,65
06.12.2021 23:14;118290;;101,269;11,67
06.12.2021 23:14;118300;;101,259;11,65
06.12.2021 23:14;118310;;101,232;11,66
06.12.2021 23:15;118320;101,85;101,274;11,68
06.12.2021 23:15;118330;;101,256;11,65
06.12.2021 23:15;118340;;101,254;11,65
06.12.2021 23:15;118350;;101,243;11,64
06.12.2021 23:15;118360;;101,25;11,64
06.12.2021 23:15;118370;;101,256;11,62
06.12.2021 23:16;118380;101,87;101,263;11,62
06.12.2021 23:16;118390;;101,237;11,64
06.12.2021 23:16;118400;;101,254;11,63
06.12.2021 23:16;118410;;101,239;11,63
06.12.2021 23:16;118420;;101,276;11,64
06.12.2021 23:16;118430;;101,263;11,6
06.12.2021 23:17;118440;101,86;101,267;11,6
06.12.2021 23:17;118450;;101,248;11,62
06.12.2021 23:17;118460;;101,272;11,65
06.12.2021 23:17;118470;;101,239;11,65
06.12.2021 23:17;118480;;101,274;11,64
06.12.2021 23:17;118490;;101,239;11,64
06.12.2021 23:18;118500;101,86;101,272;11,61
06.12.2021 23:18;118510;;101,267;11,6
06.12.2021 23:18;118520;;101,252;11,59
06.12.2021 23:18;118530;;101,261;11,61
06.12.2021 23:18;118540;;101,25;11,63
06.12.2021 23:18;118550;;101,274;11,63
06.12.2021 23:19;118560;101,86;101,239;11,66
06.12.2021 23:19;118570;;101,278;11,62
06.12.2021 23:19;118580;;101,259;11,63
06.12.2021 23:19;118590;;101,241;11,62
06.12.2021 23:19;118600;;101,252;11,61
06.12.2021 23:19;118610;;101,265;11,61
06.12.2021 23:20;118620;101,86;101,259;11,66
06.12.2021 23:20;118630;;101,232;11,64
06.12.2021 23:20;118640;;101,25;11,63
06.12.2021 23:20;118650;;101,232;11,66
06.12.2021 23:20;118660;;101,237;11,67
06.12.2021 23:20;118670;;101,239;11,67
06.12.2021 23:21;118680;101,86;101,261;11,68
06.12.2021 23:21;118690;;101,245;11,66
06.12.2021 23:21;118700;;101,254;11,65
06.12.2021 23:21;118710;;101,272;11,64
06.12.2021 23:21;118720;;101,228;11,6
06.12.2021 23:21;118730;;101,278;11,62
06.12.2021 23:22;118740;101,86;101,256;11,62
06.12.2021 23:22;118750;;101,23;11,62
06.12.2021 23:22;118760;;101,276;11,64
06.12.2021 23:22;118770;;101,285;11,64
06.12.2021 23:22;118780;;101,259;11,65
06.12.2021 23:22;118790;;101,274;11,65
06.12.2021 23:23;118800;101,87;101,263;11,61
06.12.2021 23:23;118810;;101,248;11,58
06.12.2021 23:23;118820;;101,265;11,58
06.12.2021 23:23;118830;;101,272;11,58
06.12.2021 23:23;118840;;101,285;11,61
06.12.2021 23:23;118850;;101,25;11,66
06.12.2021 23:24;118860;101,86;101,234;11,67
